context,k,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,act32,act33,act34,act35,act36,act37,act38,act39,act40,act41,act42,act43,act44,act45,act46,act47,act48,act49,act50,act51,act52,act53,act54,act55,act56,act57,act58,act59,act60,act61,act62,act63
0,191,-1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,0,0,2,-1,-1,0,1,1,0,2,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,2,0,-1,0,0,0,0,0,0,-1,0,0,0,0,1,1,0,1,-1,0,1,0,0,0,0
0,192,0,0,-1,0,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,1,-1,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0,0,-1,0,0,0,1,0,0,0,0,0,-1
0,193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,-1,0,0,0,1,0,0,1,0,-1,-1,1,0,0,0,2,0,-2,0,0,0,0,2,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,2
0,194,1,1,0,0,2,0,1,2,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-2,0,-1,0,0,0,1,0,0,-1,0,-2,0,-2,0,0,0,0,0
0,195,-1,0,0,0,2,0,0,-1,0,0,-1,1,1,-1,0,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,-2,0,0,0,-1,2,0,0
0,196,0,-2,0,0,0,0,-1,0,0,-1,-1,0,0,0,1,1,0,-1,0,1,-1,0,0,0,1,0,0,0,0,-1,0,-1,0,-1,0,1,-1,0,0,1,0,0,0,1,2,0,0,0,1,-1,0,0,0,0,1,0,0,1,-2,0,0,-1,0,1
0,197,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,0,0,1,-1,-2,0,0,-1,0,1,0,0,0,-2,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,198,1,1,0,0,-1,-1,0,0,0,0,-1,0,-1,1,-1,0,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,1,-1,-1,-1,0,0,0,1,0,0,0,0
0,199,0,0,0,0,0,0,1,1,-1,-2,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,1,0,0,-1,1,0,0,0,0,0,-1,0,0,0,2,0,0,0,0,-1,1,0,2,1,0,0,0,0
0,200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,0,-1,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,-1,0,0,0,1,-1,1,0,0,0,0,0,1,1,0,0,1,0,-1,0,0
0,201,0,-1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-1,0,-1,0,0,-1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,1,0,0,1,-2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,202,1,0,0,1,0,1,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,1,-1,0,0,2,0,-2,0,-1,0,0,-1,0,1,1,0,0,0,-2,0,2,1,0,1,1,1,0,-1,0
0,203,1,-1,0,0,0,1,0,0,0,0,-2,0,-2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,-2,0,0,1,0,0,0,0,-1,0,1,0,1,0,1,0,0,1,0,0,1,0,-1,1,1,0,1,-1,0,0,0,0,0
0,204,0,0,-1,0,0,0,0,1,-1,1,0,1,-2,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,205,0,0,0,1,1,0,0,-1,1,1,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,1,0,-2,1,0,0,1,0,0,0,0,0,1,1,-2,0,0,0,0,-1,0,0,0,-1,0,0,0,1,2,-1,0,0,0,0,-1,0,0,-1,0
0,206,0,-1,1,-2,0,0,0,0,0,-1,-1,2,-1,0,0,0,0,-1,1,1,0,-1,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-2,0,0,0,0,0,-1,-1,1,0,0,0,0,1
0,207,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,1,0,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,-1,0,0,0,1,0,0,0,1,0,0,-1,0,1,0,0
0,208,0,0,0,1,0,0,1,1,2,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,-2,-1,0,0,0,-1,0,0,1,0,0,2,0,1,0,0,0,0,-1,1
0,209,1,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,1,-1,0,0,0,0,0,1,0,0,0,-2,1,-1,1,0,0,-1,1,0,0,0,0,1,-1,0,0,-1,2,0,0,1,0,0,-1,0,1,1
0,210,0,0,0,0,0,0,-1,0,0,0,1,1,0,-1,0,0,0,1,0,-1,1,-1,0,0,0,1,-2,1,0,1,0,1,-1,0,0,-1,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,1,0,0,0
0,211,3,0,-1,-2,-1,0,0,0,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,2,1,-1,0,1,0,0,0,0,-2,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,-1,-1,0,0
0,212,-1,0,0,0,-1,-1,0,-2,0,-1,0,1,0,-1,1,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,2,0,-1,0,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0,-1,-1,1
0,213,0,0,-1,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,1,2,-1,0,0,0,0,-1,1,1,0,0,1,-1,0,-1,-1,1,0,0,-2,0,0,0,0,0,1,1,-1,0,1,0,1,0
0,214,0,0,1,0,0,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,0,1,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,2
0,215,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1,0,-1
0,216,1,0,0,-1,0,-1,0,0,0,0,-1,0,-1,0,1,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,-2,0,0,-1,0,-1,0
0,217,-1,0,-1,0,0,1,0,0,0,0,0,-1,0,0,0,0,-1,0,3,-2,0,0,0,-1,-1,0,0,2,0,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,2,0,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,1,1,0
0,218,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-2,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,1,0
0,219,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,-1,0,-1,0,1,0,0,0,0,-2,0,-1,0,1,0,0,0,1,-1,0,1,1,0,-1,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0
0,220,0,0,0,1,0,0,2,0,-1,0,1,-1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,-1,-1,0,0,-2,-2,0,-1,0,0,-1,0,0,0,0,0,0,0,2,1,0,1,-1,0,0,-1,-2,0,0,0,0,1,0,1,-1,0,-1,0,0
0,221,0,-1,0,0,1,-1,0,1,-1,-1,0,-1,1,0,-1,0,1,0,1,1,0,0,2,0,1,2,0,1,0,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,-1,0,1,0,0
0,222,0,0,0,0,-1,0,-1,0,-1,-1,0,0,0,-2,1,0,1,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,-1,0,0,-1,0,0,1,0,0,0,1,-1,0,0,0,1,0,0,-1,2,-1,0,1,-1,0,0,0,0,0
0,223,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,-1,0,-1,-1,1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,-1,-1,0,1,0,0,-1,0,2,1,0,0,-1,-1,1
0,224,1,0,0,0,2,-2,0,0,1,-1,0,-2,0,-1,-1,0,0,0,0,0,0,0,-1,1,-1,0,1,1,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,0,-1,0,1,-1,-1,1,0,0,0,0,0,0,0,0,-1,0,-2,1,0,0,0,-1
0,225,0,1,-1,1,0,-2,0,-1,0,-1,-1,0,1,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,-2,0,0,0,0,0,1,0,1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1,-1,0,0,0,0,1,0
0,226,0,0,-2,0,-1,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,0,1,-1,-1,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,-2,0,0,0,0,0,0,0,-1,0
0,227,2,0,2,0,0,0,0,-1,0,0,0,-2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,-1,0,1,0,-1,0,0,0,0,0,0,1,0,-1,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1
0,228,0,0,1,1,0,-1,0,1,0,0,-1,1,0,1,1,0,0,1,0,-1,0,0,-1,0,1,0,1,0,-1,-1,0,0,1,0,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,0,0,0,0,-1
0,229,0,1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0,1,0,0,-1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,1,0,0,0,1,-2,0,0,1,0,-1,0
0,230,0,0,-1,0,1,-1,0,0,0,0,0,1,0,0,-2,-1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,1,1,-1,2,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1
0,231,-3,0,0,0,-1,1,0,1,1,-2,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0,0,-1,0,1,0,0,-1,0,0,0
0,232,0,1,0,-1,0,1,1,0,0,0,0,0,0,1,-1,-1,0,1,1,0,0,-1,1,0,0,-2,-2,0,-1,0,1,0,1,1,1,0,0,1,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,-1,0,-2,-1,0,1,0,1,1,1,1,0
0,233,0,1,1,0,0,0,1,0,1,0,0,0,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,1,0,0,0,0,0,-1,0,1,0,0,0,0,0
0,234,0,1,0,0,1,-1,-2,0,1,0,0,0,0,0,2,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,-1,1,1,1,0,0,-2,-1,1,0,0,0,0,0,0,-1,-1,1,0,1,0,-1,0,1,0,0,0,0,0,0,1,-2,-1,0,0
0,235,0,0,0,0,0,-1,1,0,0,0,0,-1,0,-1,1,0,0,0,1,-1,0,0,0,-1,-1,0,2,0,0,1,-2,1,0,-1,0,1,0,-1,0,0,0,0,0,1,-2,1,-1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,-2,0
0,236,0,-1,0,1,0,-1,0,-1,-3,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0
0,237,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-3,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,-1,0,0
0,238,1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,0,0,0,-1,0,0,1,-1,1,-1,-1,0,1,0,-1,0,0,0,0,-1,0,-1,0,1,0,0,0,-1,0,0,1,-2,-1,0,0,0,0,0,1,1,0
0,239,0,0,0,0,0,-1,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1,-1,0,0,0,1,1,-1,0,-1,0,0,0,0,0,0,1,-1,0,1,0,0,-1,0,0,0,1,0,0
0,240,0,1,0,0,2,0,0,1,2,0,-1,0,1,0,0,-1,-1,1,0,0,-1,0,-1,1,0,0,0,0,0,0,-2,0,0,0,-2,0,1,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0
0,241,0,0,-1,0,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,-2,-1,0,-2,2,1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-2,-1,0,0,0,0,-1,0,3,-1,0,0,0,0,1,-1,0,1,0,-1,0,0,0,0,-1,0
0,242,0,1,0,0,1,-1,0,-2,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,-2,-1,-1,-1,0,0,-2,0,1,0,2,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1
0,243,1,0,0,0,0,0,-2,0,-1,0,1,2,-2,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,1,2,0,0,-1,1,0,-1,0,0,1,-1,0,0,0,-2,0,0,0,1,0,0,-2,1,0,0,-1,0,0,0,0,1,1,0,-2,0,0
0,244,0,1,1,-1,0,0,0,1,0,1,0,1,0,0,1,0,-1,0,-1,0,-1,-1,0,1,2,-1,1,0,0,-1,0,-1,-1,0,0,0,1,-1,0,-1,-2,-1,0,0,2,2,0,0,1,0,1,-1,2,0,0,-1,0,0,0,0,0,0,0,0
0,245,0,0,0,0,1,-1,1,-1,0,-1,0,2,-1,0,-1,0,0,0,0,2,0,1,1,0,0,2,0,0,0,-1,0,-1,0,0,0,1,0,0,0,-1,0,2,1,0,0,0,0,-1,1,0,0,1,0,0,0,1,-1,1,0,1,0,0,1,0
0,246,0,0,1,0,0,0,1,0,0,0,-2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,1,0,0,0,-1,0,0,0,0,-1,0,0,0
0,247,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0
0,248,-1,0,0,0,-2,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,1,0,0,0,0,0,-3,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0
0,249,-2,0,0,-1,0,3,0,1,1,0,-1,0,0,-1,0,-1,0,0,-1,0,0,1,0,1,1,1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,-1,-1,0,0,0,-1,-2,1,0,0,-1,1,-1,0,0,0,0,1,0,-1,0,1,1,0,0
0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,-1,0,0,0,-1,0,0,1,0,0,-1,1,0,-1,-1,0,-1,0,0,0,1,-1,0,1,0,0,-1,1,-1,1
0,251,0,0,-2,0,-2,0,0,0,1,0,0,1,0,2,0,1,0,0,1,0,-2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-1
0,252,0,0,1,0,0,0,1,1,0,-1,0,0,0,1,0,-1,1,-1,0,0,0,1,0,-1,0,1,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,0,0,-1,0,0,0,1,-2,0,-1,-1
0,253,-2,-1,0,0,0,1,0,-1,0,0,-2,0,0,0,0,0,2,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-2,1,0,0,1
0,254,0,0,0,0,0,1,0,0,-1,0,0,1,1,1,0,0,0,-1,-1,1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,0,0,0,0,0,1,1,0,1,0,-1,0,-1,0,1,0,0,0,0,0,-2,0,0,0,0,-1,0
0,255,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1,-1,1,0,0,-1,0,0,0,0,0,1,0,0,-1,0,-1,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,3,0,-1
