count,context,act0,act1,act2,act3,act4,act5,act6,act7,act8,act9,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,act20,act21,act22,act23,act24,act25,act26,act27,act28,act29,act30,act31,act32,act33,act34,act35,act36,act37,act38,act39,act40,act41,act42,act43,act44,act45,act46,act47,act48,act49,act50,act51,act52,act53,act54,act55,act56,act57,act58,act59,act60,act61,act62,act63,wei0,wei1,wei2,wei3,wei4,wei5,wei6,wei7,wei8,wei9,wei10,wei11,wei12,wei13,wei14,wei15,wei16,wei17,wei18,wei19,wei20,wei21,wei22,wei23,wei24,wei25,wei26,wei27,wei28,wei29,wei30,wei31,wei32,wei33,wei34,wei35,wei36,wei37,wei38,wei39,wei40,wei41,wei42,wei43,wei44,wei45,wei46,wei47,wei48,wei49,wei50,wei51,wei52,wei53,wei54,wei55,wei56,wei57,wei58,wei59,wei60,wei61,wei62,wei63
461,0,0.0516052,-0.454346,1.90039,-1.07715,-1.0625,1.29492,-1.84277,0.215698,-0.065979,-0.0316772,1.0127,-0.0732422,-1.33105,-0.266602,-0.723145,-1.40723,-1.75391,0.13147,0.150269,0.716797,0.900879,1.36328,-0.221558,1.25977,0.277344,-0.208252,1.73828,-1.56836,2.07031,-0.023056,0.565918,0.527344,-0.218994,-0.854004,1.04785,-0.147461,0.478027,0.272461,0.458008,0.831543,-1.35645,-0.841797,0.512695,0.240723,0.296631,0.211548,-0.90625,0.391357,0.363281,0.786133,-2.10938,0.541992,0.614746,1.65723,0.992188,-0.742188,-0.808594,2.24219,-1.01953,0.38501,0.12793,1.83398,0.00248528,-0.837891,1.25684,-0.568359,0.511719,-0.689941,-0.928711,0.244019,0.325439,0.383301,-0.932129,-1.03906,-0.713379,-0.350098,-0.851562,-0.0145721,0.466797,-0.489746,-0.744629,-1.58398,0.00740051,0.617676,1.19238,-0.0367432,-1.62793,0.271973,-0.209351,1.17773,1.34863,1.33496,1.88965,1.24512,2.13672,0.807617,0.774902,1.0625,-1.57812,0.95166,-1.59473,-0.933105,0.615234,-0.445801,0.292969,-1.46973,-0.976562,1.02344,-1.59766,0.229126,1.95801,-0.416504,1.22656,1.84082,0.155273,-0.575195,-0.603027,0.411377,1.53711,0.494873,-0.0970459,-0.387451,-0.368164,0.722656,-0.0428772,-0.497803,0.940918,0.73877
462,0,-2.22852,-0.173218,-0.976562,1.00391,0.617188,-0.731445,-0.155273,0.82666,1.77344,-1.28613,1.82227,1.48145,-0.266357,-0.249634,0.471436,-1.88477,0.160767,-0.943848,-0.205688,0.48877,-2.50586,-0.597168,-0.351074,2.2793,1.8916,0.258545,0.914062,-0.464844,-0.109741,0.629883,1.01172,2.10547,0.368164,0.506836,-1.81836,0.239868,1.75195,-0.916992,-1.99316,0.295654,-0.29248,0.268555,-1.44336,0.375977,0.355713,-1.14746,-1.2207,-0.837891,1.29883,0.480957,-0.357178,-0.613281,-0.515137,1.84082,1.9082,0.00752258,0.840332,-1.30273,0.509766,0.114075,-0.173584,0.266602,-1.07617,-0.884766,0.870605,-0.192749,0.577637,-1.25293,0.350098,-0.129272,1.7002,-0.393066,-1.77344,0.0878296,0.716309,-1.41113,0.123779,-0.589844,-1.4834,-0.364746,-0.0345154,-1.25195,-0.670898,0.610352,-1.09473,1.2168,-0.737305,2.83789,-0.623047,1.09277,0.734375,-1.15918,2.78711,-0.936523,1.03418,-1.35352,0.382812,1.90527,-0.878418,1.5498,1.4082,-0.182251,0.513184,-0.0351562,-0.592773,-0.963379,-1.15527,0.181152,-0.588379,-0.669922,-0.536133,0.053772,-1.47949,-0.913574,0.579102,-0.0637817,-1.39844,1.49219,-0.378662,0.776855,-0.11853,0.278809,-1.09082,-0.811523,1.07422,0.521484,-1.44629,-2.12891
463,0,-2.22852,-0.173218,-0.976562,1.00391,0.617188,-0.731445,-0.155273,0.82666,1.77344,-1.28613,1.82227,1.48145,-0.266357,-0.249634,0.471436,-1.88477,0.160767,-0.943848,-0.205688,0.48877,-2.50586,-0.597168,-0.351074,2.2793,1.8916,0.258545,0.914062,-0.464844,-0.109741,0.629883,1.01172,2.10547,0.368164,0.506836,-1.81836,0.239868,1.75195,-0.916992,-1.99316,0.295654,-0.29248,0.268555,-1.44336,0.375977,0.355713,-1.14746,-1.2207,-0.837891,1.29883,0.480957,-0.357178,-0.613281,-0.515137,1.84082,1.9082,0.00752258,0.840332,-1.30273,0.509766,0.114075,-0.173584,0.266602,-1.07617,-0.884766,0.870605,-0.192749,0.577637,-1.25293,0.350098,-0.129272,1.7002,-0.393066,-1.77344,0.0878296,0.716309,-1.41113,0.123779,-0.589844,-1.4834,-0.364746,-0.0345154,-1.25195,-0.670898,0.610352,-1.09473,1.2168,-0.737305,2.83789,-0.623047,1.09277,0.734375,-1.15918,2.78711,-0.936523,1.03418,-1.35352,0.382812,1.90527,-0.878418,1.5498,1.4082,-0.182251,0.513184,-0.0351562,-0.592773,-0.963379,-1.15527,0.181152,-0.588379,-0.669922,-0.536133,0.053772,-1.47949,-0.913574,0.579102,-0.0637817,-1.39844,1.49219,-0.378662,0.776855,-0.11853,0.278809,-1.09082,-0.811523,1.07422,0.521484,-1.44629,-2.12891
464,0,-2.22852,-0.173218,-0.976562,1.00391,0.617188,-0.731445,-0.155273,0.82666,1.77344,-1.28613,1.82227,1.48145,-0.266357,-0.249634,0.471436,-1.88477,0.160767,-0.943848,-0.205688,0.48877,-2.50586,-0.597168,-0.351074,2.2793,1.8916,0.258545,0.914062,-0.464844,-0.109741,0.629883,1.01172,2.10547,0.368164,0.506836,-1.81836,0.239868,1.75195,-0.916992,-1.99316,0.295654,-0.29248,0.268555,-1.44336,0.375977,0.355713,-1.14746,-1.2207,-0.837891,1.29883,0.480957,-0.357178,-0.613281,-0.515137,1.84082,1.9082,0.00752258,0.840332,-1.30273,0.509766,0.114075,-0.173584,0.266602,-1.07617,-0.884766,0.870605,-0.192749,0.577637,-1.25293,0.350098,-0.129272,1.7002,-0.393066,-1.77344,0.0878296,0.716309,-1.41113,0.123779,-0.589844,-1.4834,-0.364746,-0.0345154,-1.25195,-0.670898,0.610352,-1.09473,1.2168,-0.737305,2.83789,-0.623047,1.09277,0.734375,-1.15918,2.78711,-0.936523,1.03418,-1.35352,0.382812,1.90527,-0.878418,1.5498,1.4082,-0.182251,0.513184,-0.0351562,-0.592773,-0.963379,-1.15527,0.181152,-0.588379,-0.669922,-0.536133,0.053772,-1.47949,-0.913574,0.579102,-0.0637817,-1.39844,1.49219,-0.378662,0.776855,-0.11853,0.278809,-1.09082,-0.811523,1.07422,0.521484,-1.44629,-2.12891
465,0,0.436035,-1.80664,-0.251221,-0.693848,-0.578125,1.36133,0.0456848,0.308838,1.69336,1.55566,0.962891,-0.894043,0.899902,-0.587402,-0.192993,0.76123,0.911621,0.71875,-0.467773,-0.351318,0.677734,0.630371,-1.82715,1.25586,1.35645,0.109741,-0.379395,0.520996,-0.230957,-1.30957,-0.791504,0.617188,-1.41016,-0.261475,-0.0142593,0.439697,0.143433,1.60449,0.290283,-0.443359,0.897949,2.87305,0.200684,0.620117,-1.03711,0.520996,0.0550842,0.728516,1.01367,0.269043,-0.480957,-0.672852,-0.836426,0.28418,-0.549805,-0.538574,-0.855957,-0.640137,-0.545898,-1.69531,-0.372314,-0.172241,1.43457,1.62402,-1.01953,-0.506836,0.79834,-2.25977,0.200562,-0.952637,0.0605469,-2.1582,-0.213501,-0.904785,1.16699,1.49023,-0.349365,-2.47656,1.0625,-0.364502,1.55371,-0.112427,0.0805664,0.602539,2.59961,0.570801,0.51709,-0.158813,0.266357,0.0126038,0.8125,-0.853027,1.17871,0.0828857,-0.992676,-0.0282135,-0.958496,-0.489014,0.439941,0.178833,-1.2627,1.24414,-0.562012,1.08496,-0.349609,0.47583,1.6875,0.338135,0.208008,-1.33203,0.126343,-0.768066,-1.23633,-1.1709,1.31738,-0.0403748,0.951172,0.613281,-0.483887,0.0137405,0.295166,0.229248,0.397461,0.871094,0.237915,3.4043,0.0490723,1.54004
466,0,0.436035,-1.80664,-0.251221,-0.693848,-0.578125,1.36133,0.0456848,0.308838,1.69336,1.55566,0.962891,-0.894043,0.899902,-0.587402,-0.192993,0.76123,0.911621,0.71875,-0.467773,-0.351318,0.677734,0.630371,-1.82715,1.25586,1.35645,0.109741,-0.379395,0.520996,-0.230957,-1.30957,-0.791504,0.617188,-1.41016,-0.261475,-0.0142593,0.439697,0.143433,1.60449,0.290283,-0.443359,0.897949,2.87305,0.200684,0.620117,-1.03711,0.520996,0.0550842,0.728516,1.01367,0.269043,-0.480957,-0.672852,-0.836426,0.28418,-0.549805,-0.538574,-0.855957,-0.640137,-0.545898,-1.69531,-0.372314,-0.172241,1.43457,1.62402,-1.01953,-0.506836,0.79834,-2.25977,0.200562,-0.952637,0.0605469,-2.1582,-0.213501,-0.904785,1.16699,1.49023,-0.349365,-2.47656,1.0625,-0.364502,1.55371,-0.112427,0.0805664,0.602539,2.59961,0.570801,0.51709,-0.158813,0.266357,0.0126038,0.8125,-0.853027,1.17871,0.0828857,-0.992676,-0.0282135,-0.958496,-0.489014,0.439941,0.178833,-1.2627,1.24414,-0.562012,1.08496,-0.349609,0.47583,1.6875,0.338135,0.208008,-1.33203,0.126343,-0.768066,-1.23633,-1.1709,1.31738,-0.0403748,0.951172,0.613281,-0.483887,0.0137405,0.295166,0.229248,0.397461,0.871094,0.237915,3.4043,0.0490723,1.54004
467,0,0.436035,-1.80664,-0.251221,-0.693848,-0.578125,1.36133,0.0456848,0.308838,1.69336,1.55566,0.962891,-0.894043,0.899902,-0.587402,-0.192993,0.76123,0.911621,0.71875,-0.467773,-0.351318,0.677734,0.630371,-1.82715,1.25586,1.35645,0.109741,-0.379395,0.520996,-0.230957,-1.30957,-0.791504,0.617188,-1.41016,-0.261475,-0.0142593,0.439697,0.143433,1.60449,0.290283,-0.443359,0.897949,2.87305,0.200684,0.620117,-1.03711,0.520996,0.0550842,0.728516,1.01367,0.269043,-0.480957,-0.672852,-0.836426,0.28418,-0.549805,-0.538574,-0.855957,-0.640137,-0.545898,-1.69531,-0.372314,-0.172241,1.43457,1.62402,-1.01953,-0.506836,0.79834,-2.25977,0.200562,-0.952637,0.0605469,-2.1582,-0.213501,-0.904785,1.16699,1.49023,-0.349365,-2.47656,1.0625,-0.364502,1.55371,-0.112427,0.0805664,0.602539,2.59961,0.570801,0.51709,-0.158813,0.266357,0.0126038,0.8125,-0.853027,1.17871,0.0828857,-0.992676,-0.0282135,-0.958496,-0.489014,0.439941,0.178833,-1.2627,1.24414,-0.562012,1.08496,-0.349609,0.47583,1.6875,0.338135,0.208008,-1.33203,0.126343,-0.768066,-1.23633,-1.1709,1.31738,-0.0403748,0.951172,0.613281,-0.483887,0.0137405,0.295166,0.229248,0.397461,0.871094,0.237915,3.4043,0.0490723,1.54004
468,0,0.916016,0.578125,0.202393,0.899902,1.04004,-1.17773,-1.74512,0.197632,2.10352,-0.891602,0.220825,-0.728516,-0.970703,1.32227,-1.49121,-0.786133,0.246094,0.739746,1.40625,-0.0871582,-0.616211,0.539551,-1.54395,-0.508301,2.05078,-0.138062,1.19238,-1.32617,-0.56543,0.135132,0.632324,2.47656,-0.391846,-0.943359,-0.282227,1.18457,-0.593262,-3.10938,-0.865234,0.430664,-0.416992,0.966797,0.939941,-0.866211,0.296875,-0.666992,-0.327393,0.727539,-2.00195,0.438965,-1.10547,0.253662,0.974609,-0.394043,-0.362061,-0.804688,-0.326904,1.24902,0.978516,-1.53516,-1.80762,-0.701172,-0.254639,0.237183,1.11523,0.550781,1.0625,0.348633,-0.522461,0.259521,-0.762207,0.408691,-0.127075,-0.880859,0.87793,0.276123,0.446045,0.508789,-0.0404053,2.3457,1.34082,1.18945,-1.04785,-1.27832,0.791992,-0.143188,-0.928223,-1.69727,-0.663574,0.728027,1.82715,-1.67383,1.10938,0.137817,-0.23645,0.571777,1.57422,0.949219,-0.344238,-0.981445,0.123962,-0.689941,-0.529785,-0.427979,0.67041,0.348877,1.50391,-1.40137,0.228638,-0.287354,-1.27539,-2.67773,0.91748,-2.14062,-0.0461121,-0.149536,-0.0103836,0.346191,-0.729004,-1.21484,-0.0235748,0.538086,-0.982422,-0.864258,1.66309,-0.629395,0.388672,0.26416
469,0,0.916016,0.578125,0.202393,0.899902,1.04004,-1.17773,-1.74512,0.197632,2.10352,-0.891602,0.220825,-0.728516,-0.970703,1.32227,-1.49121,-0.786133,0.246094,0.739746,1.40625,-0.0871582,-0.616211,0.539551,-1.54395,-0.508301,2.05078,-0.138062,1.19238,-1.32617,-0.56543,0.135132,0.632324,2.47656,-0.391846,-0.943359,-0.282227,1.18457,-0.593262,-3.10938,-0.865234,0.430664,-0.416992,0.966797,0.939941,-0.866211,0.296875,-0.666992,-0.327393,0.727539,-2.00195,0.438965,-1.10547,0.253662,0.974609,-0.394043,-0.362061,-0.804688,-0.326904,1.24902,0.978516,-1.53516,-1.80762,-0.701172,-0.254639,0.237183,1.11523,0.550781,1.0625,0.348633,-0.522461,0.259521,-0.762207,0.408691,-0.127075,-0.880859,0.87793,0.276123,0.446045,0.508789,-0.0404053,2.3457,1.34082,1.18945,-1.04785,-1.27832,0.791992,-0.143188,-0.928223,-1.69727,-0.663574,0.728027,1.82715,-1.67383,1.10938,0.137817,-0.23645,0.571777,1.57422,0.949219,-0.344238,-0.981445,0.123962,-0.689941,-0.529785,-0.427979,0.67041,0.348877,1.50391,-1.40137,0.228638,-0.287354,-1.27539,-2.67773,0.91748,-2.14062,-0.0461121,-0.149536,-0.0103836,0.346191,-0.729004,-1.21484,-0.0235748,0.538086,-0.982422,-0.864258,1.66309,-0.629395,0.388672,0.26416
470,0,0.916016,0.578125,0.202393,0.899902,1.04004,-1.17773,-1.74512,0.197632,2.10352,-0.891602,0.220825,-0.728516,-0.970703,1.32227,-1.49121,-0.786133,0.246094,0.739746,1.40625,-0.0871582,-0.616211,0.539551,-1.54395,-0.508301,2.05078,-0.138062,1.19238,-1.32617,-0.56543,0.135132,0.632324,2.47656,-0.391846,-0.943359,-0.282227,1.18457,-0.593262,-3.10938,-0.865234,0.430664,-0.416992,0.966797,0.939941,-0.866211,0.296875,-0.666992,-0.327393,0.727539,-2.00195,0.438965,-1.10547,0.253662,0.974609,-0.394043,-0.362061,-0.804688,-0.326904,1.24902,0.978516,-1.53516,-1.80762,-0.701172,-0.254639,0.237183,1.11523,0.550781,1.0625,0.348633,-0.522461,0.259521,-0.762207,0.408691,-0.127075,-0.880859,0.87793,0.276123,0.446045,0.508789,-0.0404053,2.3457,1.34082,1.18945,-1.04785,-1.27832,0.791992,-0.143188,-0.928223,-1.69727,-0.663574,0.728027,1.82715,-1.67383,1.10938,0.137817,-0.23645,0.571777,1.57422,0.949219,-0.344238,-0.981445,0.123962,-0.689941,-0.529785,-0.427979,0.67041,0.348877,1.50391,-1.40137,0.228638,-0.287354,-1.27539,-2.67773,0.91748,-2.14062,-0.0461121,-0.149536,-0.0103836,0.346191,-0.729004,-1.21484,-0.0235748,0.538086,-0.982422,-0.864258,1.66309,-0.629395,0.388672,0.26416
471,0,0.0214081,1.82031,-0.821289,-0.0541687,-0.530762,-2.3418,1.39258,-0.647949,0.238159,-1.44336,-1.06641,-1.78223,-0.207886,-1.39844,0.1604,-0.402344,-1.03711,-1.08301,-0.246948,0.0390015,0.0574646,0.266113,-1.21191,-0.900391,1.01172,0.705566,-0.564941,0.238159,1.09766,-0.369385,-1.83105,-0.0325928,0.976074,0.98584,0.451416,0.419189,-1.01758,-0.145386,0.0848999,0.603027,-1.51367,-0.530273,0.286621,0.695801,-2.08203,-0.969727,-0.0793457,-0.425293,1.23926,0.63916,0.192993,2.38281,-0.217163,0.902344,-1.4248,0.921387,0.201904,-1.43164,0.423828,-0.272217,-0.379639,-1.05762,-0.469727,1.07324,-1.40918,0.605469,-1.99707,1.24707,0.291748,-0.409668,0.348877,-0.0841064,2.07812,-0.15332,0.925781,-1.3916,-2.80273,-0.0713501,-0.212891,0.445557,-2.34961,0.964355,0.317383,-1.40918,-0.0250854,0.0342102,0.595703,-1.4668,-0.876465,0.753906,-0.601562,1.59863,1.67285,1.25391,-1.55371,0.455811,1.94824,-0.728027,0.421387,0.337646,0.376465,0.0448914,-0.313232,-0.353516,0.76709,-0.372803,-0.586426,-0.807617,1.70898,0.791992,-0.17041,-0.442139,-0.425049,1.1416,0.0823364,0.955566,-0.185425,0.126099,-0.366211,-0.451904,0.615234,1.04395,1.25488,-0.425049,1.48828,-0.577637,1.15137,-0.196167
472,0,0.0214081,1.82031,-0.821289,-0.0541687,-0.530762,-2.3418,1.39258,-0.647949,0.238159,-1.44336,-1.06641,-1.78223,-0.207886,-1.39844,0.1604,-0.402344,-1.03711,-1.08301,-0.246948,0.0390015,0.0574646,0.266113,-1.21191,-0.900391,1.01172,0.705566,-0.564941,0.238159,1.09766,-0.369385,-1.83105,-0.0325928,0.976074,0.98584,0.451416,0.419189,-1.01758,-0.145386,0.0848999,0.603027,-1.51367,-0.530273,0.286621,0.695801,-2.08203,-0.969727,-0.0793457,-0.425293,1.23926,0.63916,0.192993,2.38281,-0.217163,0.902344,-1.4248,0.921387,0.201904,-1.43164,0.423828,-0.272217,-0.379639,-1.05762,-0.469727,1.07324,-1.40918,0.605469,-1.99707,1.24707,0.291748,-0.409668,0.348877,-0.0841064,2.07812,-0.15332,0.925781,-1.3916,-2.80273,-0.0713501,-0.212891,0.445557,-2.34961,0.964355,0.317383,-1.40918,-0.0250854,0.0342102,0.595703,-1.4668,-0.876465,0.753906,-0.601562,1.59863,1.67285,1.25391,-1.55371,0.455811,1.94824,-0.728027,0.421387,0.337646,0.376465,0.0448914,-0.313232,-0.353516,0.76709,-0.372803,-0.586426,-0.807617,1.70898,0.791992,-0.17041,-0.442139,-0.425049,1.1416,0.0823364,0.955566,-0.185425,0.126099,-0.366211,-0.451904,0.615234,1.04395,1.25488,-0.425049,1.48828,-0.577637,1.15137,-0.196167
473,0,0.0214081,1.82031,-0.821289,-0.0541687,-0.530762,-2.3418,1.39258,-0.647949,0.238159,-1.44336,-1.06641,-1.78223,-0.207886,-1.39844,0.1604,-0.402344,-1.03711,-1.08301,-0.246948,0.0390015,0.0574646,0.266113,-1.21191,-0.900391,1.01172,0.705566,-0.564941,0.238159,1.09766,-0.369385,-1.83105,-0.0325928,0.976074,0.98584,0.451416,0.419189,-1.01758,-0.145386,0.0848999,0.603027,-1.51367,-0.530273,0.286621,0.695801,-2.08203,-0.969727,-0.0793457,-0.425293,1.23926,0.63916,0.192993,2.38281,-0.217163,0.902344,-1.4248,0.921387,0.201904,-1.43164,0.423828,-0.272217,-0.379639,-1.05762,-0.469727,1.07324,-1.40918,0.605469,-1.99707,1.24707,0.291748,-0.409668,0.348877,-0.0841064,2.07812,-0.15332,0.925781,-1.3916,-2.80273,-0.0713501,-0.212891,0.445557,-2.34961,0.964355,0.317383,-1.40918,-0.0250854,0.0342102,0.595703,-1.4668,-0.876465,0.753906,-0.601562,1.59863,1.67285,1.25391,-1.55371,0.455811,1.94824,-0.728027,0.421387,0.337646,0.376465,0.0448914,-0.313232,-0.353516,0.76709,-0.372803,-0.586426,-0.807617,1.70898,0.791992,-0.17041,-0.442139,-0.425049,1.1416,0.0823364,0.955566,-0.185425,0.126099,-0.366211,-0.451904,0.615234,1.04395,1.25488,-0.425049,1.48828,-0.577637,1.15137,-0.196167
474,0,-0.380859,0.271484,-0.0610352,-0.205933,0.320312,1.19336,0.136841,0.114624,0.922852,-0.559082,0.0999146,0.952637,1.51562,0.00583267,-0.69043,1.79102,-0.318848,0.313721,0.717285,0.712402,-0.554199,-1.17285,0.842285,1.06055,0.511719,1.58984,1.63281,1.57227,1.24023,2.27344,-0.997559,1.26562,-0.628906,0.658203,1.33496,-0.256104,1.16797,-0.291016,-1.61816,-0.827637,-0.280273,-0.64502,0.851074,0.162476,-1.55859,0.274902,-1.40625,1.05176,0.137451,-1.1875,-0.813965,-0.987305,-0.291016,0.868164,0.75293,-0.128296,-1.16797,-0.172974,0.0388184,0.306641,-0.185791,-0.137329,-1.74805,0.381104,-0.673828,-1.49805,-0.789062,0.279297,0.855957,-0.292236,0.922363,0.751953,0.448975,-0.625488,0.0866699,1.9375,0.334717,0.831055,1.45117,-0.415283,-0.368652,0.640137,-0.920898,-0.168213,-0.520996,0.30957,-1.13477,-0.720703,-1.09082,0.240234,-0.277588,-0.757812,-0.0625,1.33105,-0.115479,0.739258,-0.0807495,-1.20703,-0.570801,1.78223,-0.661621,-0.802246,-0.979004,-0.550293,1.0625,0.937012,-0.562988,1.21289,1.20898,-0.40918,-1.06641,-0.209717,0.22522,0.711914,1.5791,-1.32031,-0.446289,-0.831543,-0.587891,0.0063591,1.51367,1.61426,-1.11621,0.541992,-2.56836,0.158447,-0.474365,-0.337891
475,0,-0.380859,0.271484,-0.0610352,-0.205933,0.320312,1.19336,0.136841,0.114624,0.922852,-0.559082,0.0999146,0.952637,1.51562,0.00583267,-0.69043,1.79102,-0.318848,0.313721,0.717285,0.712402,-0.554199,-1.17285,0.842285,1.06055,0.511719,1.58984,1.63281,1.57227,1.24023,2.27344,-0.997559,1.26562,-0.628906,0.658203,1.33496,-0.256104,1.16797,-0.291016,-1.61816,-0.827637,-0.280273,-0.64502,0.851074,0.162476,-1.55859,0.274902,-1.40625,1.05176,0.137451,-1.1875,-0.813965,-0.987305,-0.291016,0.868164,0.75293,-0.128296,-1.16797,-0.172974,0.0388184,0.306641,-0.185791,-0.137329,-1.74805,0.381104,-0.673828,-1.49805,-0.789062,0.279297,0.855957,-0.292236,0.922363,0.751953,0.448975,-0.625488,0.0866699,1.9375,0.334717,0.831055,1.45117,-0.415283,-0.368652,0.640137,-0.920898,-0.168213,-0.520996,0.30957,-1.13477,-0.720703,-1.09082,0.240234,-0.277588,-0.757812,-0.0625,1.33105,-0.115479,0.739258,-0.0807495,-1.20703,-0.570801,1.78223,-0.661621,-0.802246,-0.979004,-0.550293,1.0625,0.937012,-0.562988,1.21289,1.20898,-0.40918,-1.06641,-0.209717,0.22522,0.711914,1.5791,-1.32031,-0.446289,-0.831543,-0.587891,0.0063591,1.51367,1.61426,-1.11621,0.541992,-2.56836,0.158447,-0.474365,-0.337891
476,0,-0.380859,0.271484,-0.0610352,-0.205933,0.320312,1.19336,0.136841,0.114624,0.922852,-0.559082,0.0999146,0.952637,1.51562,0.00583267,-0.69043,1.79102,-0.318848,0.313721,0.717285,0.712402,-0.554199,-1.17285,0.842285,1.06055,0.511719,1.58984,1.63281,1.57227,1.24023,2.27344,-0.997559,1.26562,-0.628906,0.658203,1.33496,-0.256104,1.16797,-0.291016,-1.61816,-0.827637,-0.280273,-0.64502,0.851074,0.162476,-1.55859,0.274902,-1.40625,1.05176,0.137451,-1.1875,-0.813965,-0.987305,-0.291016,0.868164,0.75293,-0.128296,-1.16797,-0.172974,0.0388184,0.306641,-0.185791,-0.137329,-1.74805,0.381104,-0.673828,-1.49805,-0.789062,0.279297,0.855957,-0.292236,0.922363,0.751953,0.448975,-0.625488,0.0866699,1.9375,0.334717,0.831055,1.45117,-0.415283,-0.368652,0.640137,-0.920898,-0.168213,-0.520996,0.30957,-1.13477,-0.720703,-1.09082,0.240234,-0.277588,-0.757812,-0.0625,1.33105,-0.115479,0.739258,-0.0807495,-1.20703,-0.570801,1.78223,-0.661621,-0.802246,-0.979004,-0.550293,1.0625,0.937012,-0.562988,1.21289,1.20898,-0.40918,-1.06641,-0.209717,0.22522,0.711914,1.5791,-1.32031,-0.446289,-0.831543,-0.587891,0.0063591,1.51367,1.61426,-1.11621,0.541992,-2.56836,0.158447,-0.474365,-0.337891
477,0,-1.04395,-0.604004,0.0466919,-1.74219,0.772461,-0.360107,1.47461,-2.26367,-1.6084,1.28027,0.490723,-0.75293,-0.688965,-1.85938,2.2207,-0.910156,2.21289,-0.0861206,0.28418,-0.820312,-0.156738,0.453125,0.0187836,0.250488,0.581543,0.340576,-1.96484,1.58789,1.39062,-2.45117,0.612305,0.941895,-0.334961,-0.33374,0.237061,0.458984,-0.170044,-1.42969,-1.05176,0.328613,-1.81934,0.124634,-0.602539,-0.166504,1.30371,1.67285,-1.03809,0.134888,-0.234619,-0.631348,-1.02344,-0.395996,-0.592285,-0.00893402,0.329102,0.52832,1.33105,0.29834,0.890137,-1.43164,-0.913574,-1.7666,0.441895,-0.032959,-0.433105,-0.815918,0.70166,-2.08594,-0.85791,1.63965,0.84668,-0.687012,0.761719,0.463623,0.801758,-1.49414,-1.59766,-0.385742,-1.53906,0.305176,0.933594,-0.271973,1.48242,-1.11523,0.00671387,0.504395,0.211548,-0.183838,-0.771484,-0.735352,-0.287109,-0.553711,1.01367,0.850586,0.228394,-0.47998,-1.85547,-0.44751,-0.614258,-1.1748,0.208862,0.583008,-0.293701,-0.158325,0.651855,0.1427,0.73877,0.681152,-0.469238,0.293213,1.70508,-0.699219,1.13965,1.03906,0.423096,0.124878,-0.434814,1.24707,0.243652,-2.32617,-0.985352,0.37207,0.20105,-0.0588074,0.781738,-0.244873,-1.26562,-0.356689
478,0,-1.04395,-0.604004,0.0466919,-1.74219,0.772461,-0.360107,1.47461,-2.26367,-1.6084,1.28027,0.490723,-0.75293,-0.688965,-1.85938,2.2207,-0.910156,2.21289,-0.0861206,0.28418,-0.820312,-0.156738,0.453125,0.0187836,0.250488,0.581543,0.340576,-1.96484,1.58789,1.39062,-2.45117,0.612305,0.941895,-0.334961,-0.33374,0.237061,0.458984,-0.170044,-1.42969,-1.05176,0.328613,-1.81934,0.124634,-0.602539,-0.166504,1.30371,1.67285,-1.03809,0.134888,-0.234619,-0.631348,-1.02344,-0.395996,-0.592285,-0.00893402,0.329102,0.52832,1.33105,0.29834,0.890137,-1.43164,-0.913574,-1.7666,0.441895,-0.032959,-0.433105,-0.815918,0.70166,-2.08594,-0.85791,1.63965,0.84668,-0.687012,0.761719,0.463623,0.801758,-1.49414,-1.59766,-0.385742,-1.53906,0.305176,0.933594,-0.271973,1.48242,-1.11523,0.00671387,0.504395,0.211548,-0.183838,-0.771484,-0.735352,-0.287109,-0.553711,1.01367,0.850586,0.228394,-0.47998,-1.85547,-0.44751,-0.614258,-1.1748,0.208862,0.583008,-0.293701,-0.158325,0.651855,0.1427,0.73877,0.681152,-0.469238,0.293213,1.70508,-0.699219,1.13965,1.03906,0.423096,0.124878,-0.434814,1.24707,0.243652,-2.32617,-0.985352,0.37207,0.20105,-0.0588074,0.781738,-0.244873,-1.26562,-0.356689
